word,up_count,down_count,total,up1,down1,p_score,polarity
연환산/NNG,16.0,6.0,22.0,17.0,7.0,1.5854691076843743,Hawikish
계양/NNG,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
순응성/NNG,7.0,13.0,20.0,8.0,14.0,0.37305155474926455,Dovish
주택사업/NNG,18.0,5.0,23.0,19.0,6.0,2.067327365902174,Hawikish
적자전환/NNG,16.0,17.0,33.0,17.0,18.0,0.6165713196550344,Dovish
벌/VV,54.0,26.0,80.0,55.0,27.0,1.329859709059878,Hawikish
예상/NNG;웃돌/VV,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
주식자금/NNG,13.0,24.0,37.0,14.0,25.0,0.36559052365427924,Dovish
빈번히/MAG,5.0,10.0,15.0,6.0,11.0,0.3560946658970252,Dovish
채무보증/NNG,19.0,9.0,28.0,20.0,10.0,1.3056804416224257,Hawikish
수집/NNG,15.0,17.0,32.0,16.0,18.0,0.580302418498856,Dovish
대주단/NNG,29.0,10.0,39.0,30.0,11.0,1.780473329485126,Hawikish
지준/NNG,103.0,95.0,198.0,104.0,96.0,0.7072435725454808,Dovish
환영/NNG,28.0,9.0,37.0,29.0,10.0,1.8932366403525174,Hawikish
무겁/VA,17.0,5.0,22.0,18.0,6.0,1.9585206624336386,Hawikish
기일/NNG,8.0,18.0,26.0,9.0,19.0,0.309240104594785,Dovish
지불/NNG,61.0,30.0,91.0,62.0,31.0,1.305680441622426,Hawikish
추세선/NNG,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
민평/NNG;금리/NNG;하단/NNG,12.0,15.0,27.0,13.0,16.0,0.5304326794091105,Dovish
건설/NNG;투자/NNG;부진/NNG,30.0,14.0,44.0,31.0,15.0,1.34920312300984,Hawikish
심도/NNG,18.0,20.0,38.0,19.0,21.0,0.5906649616863354,Dovish
검사/NNG,25.0,31.0,56.0,26.0,32.0,0.5304326794091105,Dovish
이미지/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
재무/NNG;안정성/NNG;저하/NNG,35.0,33.0,68.0,36.0,34.0,0.6912425867412842,Dovish
주택가격/NNG;하락/NNG,87.0,40.0,127.0,88.0,41.0,1.4012180349118717,Hawikish
이윤/NNG,8.0,9.0,17.0,9.0,10.0,0.5875561987300916,Dovish
선전/NNG,22.0,20.0,42.0,23.0,21.0,0.7150154799360904,Dovish
량/NNG,51.0,45.0,96.0,52.0,46.0,0.7379932930909364,Dovish
일희일비/NNG,15.0,5.0,20.0,16.0,6.0,1.7409072554965679,Hawikish
중고차/NNG,61.0,22.0,83.0,62.0,23.0,1.7598301604476172,Hawikish
물가/NNG;오르/VV,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
부진/NNG;이어지/VV;성장/NNG,11.0,13.0,24.0,12.0,14.0,0.5595773321238967,Dovish
출연/NNG,46.0,13.0,59.0,47.0,14.0,2.191677884151929,Hawikish
사견/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
재량지출/NNG,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
지급능력/NNG,9.0,13.0,22.0,10.0,14.0,0.46631444343658063,Dovish
물가/NNG;내리/VV,17.0,8.0,25.0,18.0,9.0,1.305680441622426,Hawikish
경기/NNG;하방/NNG;위험/NNG;증대/NNG,17.0,3.0,20.0,18.0,4.0,2.9377809936504584,Hawikish
건전성/NNG;우려/NNG,9.0,12.0,21.0,10.0,13.0,0.5021847852393946,Dovish
투/MAG,26.0,10.0,36.0,27.0,11.0,1.6024259965366134,Hawikish
다우/NNG,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
베스트/NNG,73.0,35.0,108.0,74.0,36.0,1.3419493427786044,Hawikish
금리/NNG;긴축/NNG,46.0,11.0,57.0,47.0,12.0,2.5569575315105837,Hawikish
묶/VV,31.0,15.0,46.0,32.0,16.0,1.305680441622426,Hawikish
ira/NNG,50.0,17.0,67.0,51.0,18.0,1.8497139589651033,Hawikish
브릿지론/NNG,49.0,20.0,69.0,50.0,21.0,1.5543814781219354,Hawikish
이력효과/NNG,2.0,15.0,17.0,3.0,16.0,0.12240754140210242,Dovish
탕감/NNG,26.0,5.0,31.0,27.0,6.0,2.937780993650458,Hawikish
발견/NNG,32.0,41.0,73.0,33.0,42.0,0.5129458877802386,Dovish
겨우/MAG,20.0,6.0,26.0,21.0,7.0,1.9585206624336389,Hawikish
입시/NNG,10.0,15.0,25.0,11.0,16.0,0.44882765180770895,Dovish
법정/NNG,16.0,25.0,41.0,17.0,26.0,0.4268570674534854,Dovish
금리/NNG;상승/NNG;견인/NNG,27.0,13.0,40.0,28.0,14.0,1.305680441622426,Hawikish
금리/NNG;불확실성/NNG,33.0,11.0,44.0,34.0,12.0,1.8497139589651033,Hawikish
대변인/NNG,16.0,18.0,34.0,17.0,19.0,0.5841201975679273,Dovish
국채/NNG;발행/NNG;축소/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
만든/VV,39.0,16.0,55.0,40.0,17.0,1.5360946372028539,Hawikish
순매수금액/NNG,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
저장/NNG,19.0,6.0,25.0,20.0,7.0,1.8652577737463225,Hawikish
정/MAG,47.0,19.0,66.0,48.0,20.0,1.5668165299469108,Hawikish
숙박업/NNG,21.0,18.0,39.0,22.0,19.0,0.7559202556761413,Dovish
초과수요/NNG,17.0,15.0,32.0,18.0,16.0,0.7344452484126146,Dovish
홍보/NNG,19.0,27.0,46.0,20.0,28.0,0.46631444343658063,Dovish
결단/NNG,11.0,17.0,28.0,12.0,18.0,0.43522681387414197,Dovish
실업급여/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
양도세/NNG,25.0,8.0,33.0,26.0,9.0,1.885982860121282,Hawikish
우주/NNG,17.0,28.0,45.0,18.0,29.0,0.40521117153799424,Dovish
고시/NNG,25.0,27.0,52.0,26.0,28.0,0.6062087764675549,Dovish
임금/NNG;물가/NNG;상승/NNG,19.0,17.0,36.0,20.0,18.0,0.7253780231235699,Dovish
귀금속/NNG,27.0,7.0,34.0,28.0,8.0,2.2849407728392457,Hawikish
화토/NNG,11.0,11.0,22.0,12.0,12.0,0.6528402208112128,Dovish
유독/MAG,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
펀더멘털/NNG;훼손/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
당좌예금/NNG,3.0,20.0,23.0,4.0,21.0,0.12435051824975484,Dovish
위험/NNG;우려/NNG,10.0,17.0,27.0,11.0,18.0,0.3989579127179635,Dovish
공급/NNG;부담/NNG,38.0,37.0,75.0,39.0,38.0,0.6700202266220343,Dovish
걱정거리/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
화시/NNG,12.0,18.0,30.0,13.0,19.0,0.4466801510813562,Dovish
운임/NNG,42.0,13.0,55.0,43.0,14.0,2.005152106777297,Hawikish
금리/NNG;변동성/NNG;완화/NNG,7.0,12.0,19.0,8.0,13.0,0.40174782819151567,Dovish
마무리/VV,12.0,4.0,16.0,13.0,5.0,1.6973845741091536,Hawikish
생산가능인구/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
합병/NNG,41.0,36.0,77.0,42.0,37.0,0.7410618722721877,Dovish
공화/NNG,19.0,6.0,25.0,20.0,7.0,1.8652577737463225,Hawikish
존/VA,23.0,26.0,49.0,24.0,27.0,0.5803024184988559,Dovish
납세/NNG,14.0,6.0,20.0,15.0,7.0,1.398943330309742,Hawikish
금융부채/NNG,34.0,13.0,47.0,35.0,14.0,1.6321005520280325,Hawikish
소비성향/NNG,24.0,28.0,52.0,25.0,29.0,0.5627932938027698,Dovish
개별기업/NNG,117.0,106.0,223.0,118.0,107.0,0.7199546360347956,Dovish
금리/NNG;상승/NNG;부담/NNG,17.0,6.0,23.0,18.0,7.0,1.6787319963716905,Hawikish
표명/NNG,135.0,126.0,261.0,136.0,127.0,0.6991044884277555,Dovish
등가격/NNG,41.0,47.0,88.0,42.0,48.0,0.5712351932098113,Dovish
원내대표/NNG,10.0,12.0,22.0,11.0,13.0,0.552403263763334,Dovish
펀/NNG,21.0,18.0,39.0,22.0,19.0,0.7559202556761413,Dovish
유동성함정/NNG,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
세계/NNG;교역/NNG;신장/NNG,11.0,12.0,23.0,12.0,13.0,0.6026217422872734,Dovish
aa+등급/NNG,14.0,15.0,29.0,15.0,16.0,0.6120377070105122,Dovish
원가/NNG,100.0,41.0,141.0,101.0,42.0,1.5699252929031549,Hawikish
주택담보/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
각기/MAG,12.0,19.0,31.0,13.0,20.0,0.4243461435272884,Dovish
예상/NNG;넘/VV,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
되풀이/NNG,22.0,9.0,31.0,23.0,10.0,1.5015325078657897,Hawikish
최대/NNG;상승/NNG,22.0,5.0,27.0,23.0,6.0,2.5025541797763164,Hawikish
회복/NNG;더디/VA,13.0,14.0,27.0,14.0,15.0,0.6093175394237987,Dovish
수익/NNG;감소/NNG,17.0,7.0,24.0,18.0,8.0,1.4688904968252292,Hawikish
능동/NNG,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
추적/NNG,34.0,16.0,50.0,35.0,17.0,1.3440828075524973,Hawikish
野/NNG,21.0,9.0,30.0,22.0,10.0,1.4362484857846685,Hawikish
플레이션/NNG,21.0,5.0,26.0,22.0,6.0,2.3937474763077806,Hawikish
원화/NNG;절상/NNG;압력/NNG,7.0,11.0,18.0,8.0,12.0,0.43522681387414197,Dovish
부동산/NNG;경기/NNG;위축/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
자치/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
수요측면/NNG;물가/NNG;상승/NNG;압력/NNG,30.0,28.0,58.0,31.0,29.0,0.6978636843154344,Dovish
ecb/NNG;매파/NNG,20.0,6.0,26.0,21.0,7.0,1.9585206624336389,Hawikish
대외변수/NNG,43.0,14.0,57.0,44.0,15.0,1.9149979810462248,Hawikish
국기/NNG,7.0,23.0,30.0,8.0,24.0,0.21761340693707099,Dovish
인상/NNG;어렵/VA,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
공실률/NNG,40.0,9.0,49.0,41.0,10.0,2.676644905325973,Hawikish
위험/NNG;성장/NNG;하방/NNG;위험/NNG,16.0,14.0,30.0,17.0,15.0,0.7398855835860414,Dovish
헬스/NNG,39.0,12.0,51.0,40.0,13.0,2.0087391409575783,Hawikish
고용/NNG;지표/NNG;둔화/NNG,32.0,14.0,46.0,33.0,15.0,1.4362484857846685,Hawikish
간소/NNG,13.0,13.0,26.0,14.0,14.0,0.652840220811213,Dovish
소식통/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
닷컴/NNG;거품/NNG,21.0,5.0,26.0,22.0,6.0,2.3937474763077806,Hawikish
공급계약/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
경기/NNG;회복/NNG;강화/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
집단/NNG,52.0,63.0,115.0,53.0,64.0,0.5406333078592858,Dovish
특은/NNG,19.0,29.0,48.0,20.0,30.0,0.43522681387414197,Dovish
인하/NNG;없/VA,18.0,7.0,25.0,19.0,8.0,1.5504955244266307,Hawikish
군/NNG,38.0,14.0,52.0,39.0,15.0,1.6973845741091538,Hawikish
석/MAG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
밝혔으며/VV,16.0,34.0,50.0,17.0,35.0,0.3170938215368749,Dovish
거주/NNG,37.0,16.0,53.0,38.0,17.0,1.4592899053427113,Hawikish
기대/NNG;약화/NNG,44.0,21.0,65.0,45.0,22.0,1.3353549971138445,Hawikish
만전/NNG,17.0,22.0,39.0,18.0,23.0,0.5109184336783406,Dovish
인플레이션/NNG;안정/NNG,42.0,16.0,58.0,43.0,17.0,1.651301734993068,Hawikish
정기적금/NNG,8.0,10.0,18.0,9.0,11.0,0.5341419988455378,Dovish
대회/NNG,20.0,6.0,26.0,21.0,7.0,1.9585206624336389,Hawikish
중위/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
기채/NNG,15.0,14.0,29.0,16.0,15.0,0.6963629021986272,Dovish
법규/NNG,5.0,12.0,17.0,6.0,13.0,0.3013108711436367,Dovish
실무/NNG,20.0,20.0,40.0,21.0,21.0,0.652840220811213,Dovish
지출/NNG;축소/NNG,17.0,6.0,23.0,18.0,7.0,1.6787319963716905,Hawikish
최대한/MAG,12.0,18.0,30.0,13.0,19.0,0.4466801510813562,Dovish
부동산/NNG;pf/NNG;부실/NNG;우려/NNG,14.0,2.0,16.0,15.0,3.0,3.2642011040560646,Hawikish
편승/NNG,13.0,15.0,28.0,14.0,16.0,0.5712351932098114,Dovish
업황/NNG;악화/NNG,18.0,16.0,34.0,19.0,17.0,0.7296449526713557,Dovish
에서/NNG,18.0,7.0,25.0,19.0,8.0,1.5504955244266307,Hawikish
운영자금/NNG,185.0,91.0,276.0,186.0,92.0,1.3198726203357132,Hawikish
불확실성/NNG;매우/MAG;높/VA,27.0,31.0,58.0,28.0,32.0,0.5712351932098114,Dovish
채권형/NNG,44.0,17.0,61.0,45.0,18.0,1.6321005520280325,Hawikish
위기감/NNG,11.0,12.0,23.0,12.0,13.0,0.6026217422872734,Dovish
손상/NNG,14.0,28.0,42.0,15.0,29.0,0.3376759762816619,Dovish
수요/NNG;많/VA,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
제목/NNG,26.0,7.0,33.0,27.0,8.0,2.2033357452378435,Hawikish
융/NNG,24.0,41.0,65.0,25.0,42.0,0.38859536953048385,Dovish
관성/NNG,20.0,8.0,28.0,21.0,9.0,1.5232938485594971,Hawikish
가계/NNG;부채/NNG;확대/NNG,8.0,13.0,21.0,9.0,14.0,0.4196829990929226,Dovish
직접/MAG,168.0,157.0,325.0,169.0,158.0,0.6982911222600948,Dovish
이표/NNG,171.0,151.0,322.0,172.0,152.0,0.7387402498653198,Dovish
계약금/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
신고/NNG,41.0,20.0,61.0,42.0,21.0,1.305680441622426,Hawikish
미일/NNG,56.0,18.0,74.0,57.0,19.0,1.9585206624336386,Hawikish
못하/VX,279.0,135.0,414.0,280.0,136.0,1.3440828075524973,Hawikish
고용시장/NNG;견조/NNG,40.0,8.0,48.0,41.0,9.0,2.9740498948066367,Hawikish
주택가격/NNG;오름/NNG;둔화/NNG,4.0,13.0,17.0,5.0,14.0,0.23315722171829031,Dovish
가치평가/NNG,15.0,22.0,37.0,16.0,23.0,0.4541497188251916,Dovish
판매/NNG;증가/NNG,12.0,4.0,16.0,13.0,5.0,1.6973845741091536,Hawikish
재정위험국/NNG,5.0,16.0,21.0,6.0,17.0,0.23041419558042808,Dovish
창구/NNG,118.0,55.0,173.0,119.0,56.0,1.3872854692238274,Hawikish
고시금리/NNG,28.0,25.0,53.0,29.0,26.0,0.728167938597122,Dovish
ecb/NNG;금리/NNG;인하/NNG,17.0,22.0,39.0,18.0,23.0,0.5109184336783406,Dovish
킹/MAG,20.0,9.0,29.0,21.0,10.0,1.3709644637035472,Hawikish
opec/NNG;감산/NNG,27.0,11.0,38.0,28.0,12.0,1.523293848559497,Hawikish
중첩/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
경기/NNG;개선/NNG,50.0,48.0,98.0,51.0,49.0,0.6794867604361603,Dovish
고정자산/NNG,25.0,22.0,47.0,26.0,23.0,0.7379932930909364,Dovish
마이너스/NNG;확대/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
액면가/NNG,19.0,25.0,44.0,20.0,26.0,0.5021847852393946,Dovish
관망/NNG,44.0,49.0,93.0,45.0,50.0,0.5875561987300916,Dovish
현명/NNG,20.0,5.0,25.0,21.0,6.0,2.2849407728392452,Hawikish
바깥/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
김여사/NNG,2.0,15.0,17.0,3.0,16.0,0.12240754140210242,Dovish
이용금액/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
건설/NNG;투자/NNG;감소/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
뚝/NNG,11.0,12.0,23.0,12.0,13.0,0.6026217422872734,Dovish
채산성/NNG,23.0,20.0,43.0,24.0,21.0,0.746103109498529,Dovish
땐/NNG,23.0,10.0,33.0,24.0,11.0,1.4243786635881008,Hawikish
단순화/NNG,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
인상/NNG;우려/NNG,24.0,11.0,35.0,25.0,12.0,1.3600837933566936,Hawikish
환차손/NNG,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
후속/NNG,30.0,36.0,66.0,31.0,37.0,0.5469742390580432,Dovish
당분간/MAG;금리/NNG;인상/NNG,18.0,3.0,21.0,19.0,4.0,3.1009910488532615,Hawikish
강하/VA;회복/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
지니/NNG,30.0,41.0,71.0,31.0,42.0,0.4818582582178,Dovish
중개인/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
근원/NNG;물가/NNG;안정/NNG,15.0,7.0,22.0,16.0,8.0,1.305680441622426,Hawikish
하상/MAG,24.0,5.0,29.0,25.0,6.0,2.720167586713387,Hawikish
한국판/NNG,25.0,22.0,47.0,26.0,23.0,0.7379932930909364,Dovish
소비/NNG;개선/NNG,21.0,19.0,40.0,22.0,20.0,0.7181242428923342,Dovish
나눠/VV,35.0,15.0,50.0,36.0,16.0,1.4688904968252292,Hawikish
기대/NNG;인플레이션/NNG;소폭/MAG;하락/NNG,17.0,6.0,23.0,18.0,7.0,1.6787319963716905,Hawikish
금리/NNG;상승/NNG;확대/NNG,26.0,7.0,33.0,27.0,8.0,2.2033357452378435,Hawikish
인하/NNG;지연/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
썼/VV,28.0,11.0,39.0,29.0,12.0,1.5776972002937646,Hawikish
굵직/NNG,9.0,14.0,23.0,10.0,15.0,0.43522681387414197,Dovish
멘/VV,19.0,23.0,42.0,20.0,24.0,0.5440335173426774,Dovish
구두/NNG,105.0,42.0,147.0,106.0,43.0,1.6093270559532225,Hawikish
기대/NNG;낮/VA,20.0,9.0,29.0,21.0,10.0,1.3709644637035472,Hawikish
공포/NNG,57.0,24.0,81.0,58.0,25.0,1.514589312282014,Hawikish
할인율/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
금리/NNG;하락/NNG;제한/NNG,28.0,27.0,55.0,29.0,28.0,0.6761559429830419,Dovish
우회/NNG,22.0,9.0,31.0,23.0,10.0,1.5015325078657897,Hawikish
사안/NNG,59.0,60.0,119.0,60.0,61.0,0.6421379221093897,Dovish
통일/NNG,20.0,9.0,29.0,21.0,10.0,1.3709644637035472,Hawikish
초과수익/NNG,82.0,78.0,160.0,83.0,79.0,0.6858954218649452,Dovish
강하/VA;성장/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
활력/NNG,36.0,41.0,77.0,37.0,42.0,0.5751211469051162,Dovish
중소기업/NNG,255.0,221.0,476.0,256.0,222.0,0.7528247591336509,Dovish
이피/NNG,28.0,2.0,30.0,29.0,3.0,6.310788801175058,Hawikish
순매수우위/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
수익증권/NNG,12.0,12.0,24.0,13.0,13.0,0.652840220811213,Dovish
은행/NNG;위험관리/NNG;강화/NNG,12.0,12.0,24.0,13.0,13.0,0.652840220811213,Dovish
소득/NNG;개선/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
집세/NNG,60.0,24.0,84.0,61.0,25.0,1.5929301387793595,Hawikish
세심/NNG,10.0,13.0,23.0,11.0,14.0,0.5129458877802388,Dovish
사업자보증/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
명확히/MAG,50.0,48.0,98.0,51.0,49.0,0.6794867604361603,Dovish
율/NNG,16.0,4.0,20.0,17.0,5.0,2.2196567507581237,Hawikish
당사자/NNG,14.0,6.0,20.0,15.0,7.0,1.398943330309742,Hawikish
필요시/NNG,74.0,76.0,150.0,75.0,77.0,0.6358833319589736,Dovish
저신용자/NNG,21.0,10.0,31.0,22.0,11.0,1.305680441622426,Hawikish
간과/NNG,34.0,34.0,68.0,35.0,35.0,0.652840220811213,Dovish
어업/NNG,22.0,10.0,32.0,23.0,11.0,1.3650295526052634,Hawikish
임금/NNG;하락/NNG,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
신용경색/NNG,50.0,73.0,123.0,51.0,74.0,0.449930422450971,Dovish
과제/NNG,116.0,108.0,224.0,117.0,109.0,0.7007550994028615,Dovish
대비책/NNG,6.0,12.0,18.0,7.0,13.0,0.3515293496675762,Dovish
증권회사/NNG,17.0,15.0,32.0,18.0,16.0,0.7344452484126146,Dovish
편제/NNG,8.0,10.0,18.0,9.0,11.0,0.5341419988455378,Dovish
인출/NNG,60.0,58.0,118.0,61.0,59.0,0.6749703977878642,Dovish
견디/VV,31.0,11.0,42.0,32.0,12.0,1.7409072554965679,Hawikish
헤드라인/NNG,281.0,134.0,415.0,282.0,135.0,1.3637106834723114,Hawikish
생물/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
불안정성/NNG;높/VA,5.0,11.0,16.0,6.0,12.0,0.3264201104056064,Dovish
국외/NNG,57.0,49.0,106.0,58.0,50.0,0.757294656141007,Dovish
치도/XSV,36.0,16.0,52.0,37.0,17.0,1.4208875394126401,Hawikish
gdp/NNG;갭/NNG;마이너스/NNG,16.0,21.0,37.0,17.0,22.0,0.5044674433541191,Dovish
생산/NNG;증가/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
방침/NNG,174.0,85.0,259.0,175.0,86.0,1.3284539376972355,Hawikish
남겨둔/VV,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
예상/NNG;긴축/NNG,13.0,2.0,15.0,14.0,3.0,3.046587697118994,Hawikish
책정/NNG,53.0,47.0,100.0,54.0,48.0,0.7344452484126145,Dovish
참가/NNG,25.0,31.0,56.0,26.0,32.0,0.5304326794091105,Dovish
공론/NNG,2.0,14.0,16.0,3.0,15.0,0.13056804416224257,Dovish
나타났으며/VV,16.0,19.0,35.0,17.0,20.0,0.5549141876895309,Dovish
도입/NNG,266.0,242.0,508.0,267.0,243.0,0.7173182673110857,Dovish
구사/NNG,5.0,11.0,16.0,6.0,12.0,0.3264201104056064,Dovish
정교/NNG,14.0,20.0,34.0,15.0,21.0,0.46631444343658063,Dovish
전망/NNG;상방/NNG;위험/NNG,18.0,6.0,24.0,19.0,7.0,1.7719948850590066,Hawikish
한계기업/NNG,33.0,40.0,73.0,34.0,41.0,0.5413796953068595,Dovish
전망/NNG;하회/NNG,66.0,25.0,91.0,67.0,26.0,1.6823190305519717,Hawikish
높/VA;인상/NNG,22.0,6.0,28.0,23.0,7.0,2.1450464398082714,Hawikish
거버넌스/NNG,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
모이/VV,27.0,12.0,39.0,28.0,13.0,1.4061173986703048,Hawikish
거시/NNG;안정/NNG,10.0,16.0,26.0,11.0,17.0,0.4224260252307849,Dovish
인물/NNG,26.0,23.0,49.0,27.0,24.0,0.7344452484126145,Dovish
비정규직/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
하방/NNG;압력/NNG;완화/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
부양/NNG;효과/NNG,11.0,17.0,28.0,12.0,18.0,0.43522681387414197,Dovish
주택분양/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
초과지준/NNG,9.0,21.0,30.0,10.0,22.0,0.2967455549141877,Dovish
열심히/MAG,13.0,2.0,15.0,14.0,3.0,3.046587697118994,Hawikish
자금중개기능/NNG,4.0,15.0,19.0,5.0,16.0,0.20401256900350404,Dovish
알/NNG,23.0,11.0,34.0,24.0,12.0,1.3056804416224257,Hawikish
각자/MAG,10.0,15.0,25.0,11.0,16.0,0.44882765180770895,Dovish
필라델피아반도체지수/NNG,30.0,9.0,39.0,31.0,10.0,2.0238046845147597,Hawikish
법령/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
외채/NNG;증가/NNG,17.0,16.0,33.0,18.0,17.0,0.6912425867412842,Dovish
해볼/XSV,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
가격/NNG;상승/NNG;압력/NNG,17.0,5.0,22.0,18.0,6.0,1.9585206624336386,Hawikish
까닭/NNG,20.0,9.0,29.0,21.0,10.0,1.3709644637035472,Hawikish
허위/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
징/NNG,21.0,9.0,30.0,22.0,10.0,1.4362484857846685,Hawikish
용일/NNG,4.0,20.0,24.0,5.0,21.0,0.15543814781219353,Dovish
쇼/NNG,11.0,15.0,26.0,12.0,16.0,0.48963016560840966,Dovish
신용/NNG;경계/NNG,42.0,45.0,87.0,43.0,46.0,0.6102636846713512,Dovish
가운/NNG,56.0,60.0,116.0,57.0,61.0,0.6100310260039202,Dovish
기분/NNG,14.0,3.0,17.0,15.0,4.0,2.4481508280420488,Hawikish
긴축/NNG;부작용/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
담겨/VV,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
이민/NNG,20.0,19.0,39.0,21.0,20.0,0.6854822318517736,Dovish
수출/NNG;위축/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
소한/NNG,9.0,15.0,24.0,10.0,16.0,0.40802513800700807,Dovish
선보인/VV,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
대표주/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
통합계좌/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
국채/NNG;축소/NNG,16.0,1.0,17.0,17.0,2.0,5.54914187689531,Hawikish
예상/NNG;많/VA,8.0,10.0,18.0,9.0,11.0,0.5341419988455378,Dovish
조금/NNG,23.0,7.0,30.0,24.0,8.0,1.9585206624336386,Hawikish
준수/NNG,54.0,51.0,105.0,55.0,52.0,0.6905040797041675,Dovish
앤/NNG,176.0,155.0,331.0,177.0,156.0,0.7407225582281068,Dovish
공식적/VAX,44.0,50.0,94.0,45.0,51.0,0.5760354889510703,Dovish
했으며/XSV,150.0,71.0,221.0,151.0,72.0,1.3691510186457383,Hawikish
수입업체/NNG,24.0,7.0,31.0,25.0,8.0,2.0401256900350404,Hawikish
통화/NNG;증가/NNG,17.0,6.0,23.0,18.0,7.0,1.6787319963716905,Hawikish
어둡/VA,26.0,12.0,38.0,27.0,13.0,1.3558989201463654,Hawikish
나타난다면/VV,23.0,10.0,33.0,24.0,11.0,1.4243786635881008,Hawikish
국세/NNG,30.0,12.0,42.0,31.0,13.0,1.556772834242123,Hawikish
인플레이션/NNG;억제/NNG,26.0,7.0,33.0,27.0,8.0,2.2033357452378435,Hawikish
첨부/NNG,7.0,16.0,23.0,8.0,17.0,0.30721892744057083,Dovish
특례/NNG,68.0,31.0,99.0,69.0,32.0,1.407686726124178,Hawikish
