word,up_count,down_count,total,up1,down1,p_score,polarity
투자/NNG;확대/NNG,49.0,44.0,93.0,50.0,45.0,0.7253780231235699,Dovish
국고채/NNG;금리/NNG;상승/NNG;금리/NNG;상승/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
돌려받/VV,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
설비/NNG;투자/NNG;수요/NNG;압력/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
치닫/VV,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
협의회/NNG,29.0,13.0,42.0,30.0,14.0,1.398943330309742,Hawikish
재투자/NNG;중단/NNG,54.0,20.0,74.0,55.0,21.0,1.709819625934129,Hawikish
고용/NNG;여건/NNG;개선/NNG,12.0,13.0,25.0,13.0,14.0,0.6062087764675549,Dovish
은행/NNG;기업/NNG;대출/NNG;증가/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
신용등급/NNG;하향/NNG,76.0,67.0,143.0,77.0,68.0,0.7392455441538736,Dovish
청정/NNG,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
내재/NNG,148.0,127.0,275.0,149.0,128.0,0.7599468195380525,Dovish
재정정책/NNG;확대/NNG,13.0,15.0,28.0,14.0,16.0,0.5712351932098114,Dovish
총액/NNG,58.0,58.0,116.0,59.0,59.0,0.652840220811213,Dovish
유럽의회/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
실행/NNG,138.0,128.0,266.0,139.0,129.0,0.7034479898663456,Dovish
담긴/VV,15.0,7.0,22.0,16.0,8.0,1.305680441622426,Hawikish
대출채권/NNG,39.0,38.0,77.0,40.0,39.0,0.669579713652526,Dovish
파이프라인/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
경쟁입찰/NNG,22.0,20.0,42.0,23.0,21.0,0.7150154799360904,Dovish
스위트/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
대출기업/NNG,21.0,6.0,27.0,22.0,7.0,2.051783551120955,Hawikish
물가/NNG;전망/NNG;소폭/MAG;상향/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
이코노믹/NNG,24.0,5.0,29.0,25.0,6.0,2.720167586713387,Hawikish
대출/NNG;금리/NNG;인상/NNG,21.0,8.0,29.0,22.0,9.0,1.595831650871854,Hawikish
편중/NNG,24.0,25.0,49.0,25.0,26.0,0.6277309815492432,Dovish
금리/NNG;저점/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
수반/NNG,81.0,71.0,152.0,82.0,72.0,0.7435124737016592,Dovish
분배/NNG,19.0,25.0,44.0,20.0,26.0,0.5021847852393946,Dovish
간극/NNG,25.0,33.0,58.0,26.0,34.0,0.4992307570909276,Dovish
경제/NNG;활동/NNG;견조/NNG,9.0,10.0,19.0,10.0,11.0,0.5934911098283754,Dovish
선순위채/NNG,110.0,99.0,209.0,111.0,100.0,0.7246526451004464,Dovish
테일/NNG,30.0,5.0,35.0,31.0,6.0,3.3730078075246,Hawikish
화정/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
매체/NNG,38.0,15.0,53.0,39.0,16.0,1.5912980382273316,Hawikish
위험/NNG;상승/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
흔하/VA,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
롤러코스터/NNG,14.0,6.0,20.0,15.0,7.0,1.398943330309742,Hawikish
신흥국/NNG;성장/NNG;둔화/NNG,7.0,25.0,32.0,8.0,26.0,0.20087391409575783,Dovish
전문위원/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
자금/NNG;조달/NNG;우려/NNG,8.0,9.0,17.0,9.0,10.0,0.5875561987300916,Dovish
기도/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
부채한도/NNG;협상/NNG;불확실성/NNG,12.0,4.0,16.0,13.0,5.0,1.6973845741091536,Hawikish
곳곳/NNG,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
지출비중/NNG,8.0,12.0,20.0,9.0,13.0,0.45196630671545507,Dovish
스텝/NNG,156.0,29.0,185.0,157.0,30.0,3.4165304889120143,Hawikish
요동치/VV,17.0,2.0,19.0,18.0,3.0,3.9170413248672773,Hawikish
밀/VV,62.0,57.0,119.0,63.0,58.0,0.70911955019149,Dovish
실수/NNG,39.0,9.0,48.0,40.0,10.0,2.6113608832448514,Hawikish
응/NNG,27.0,25.0,52.0,28.0,26.0,0.7030586993351524,Dovish
인자/NNG,10.0,12.0,22.0,11.0,13.0,0.552403263763334,Dovish
글로벌/NNG;경제/NNG;성장/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
지지력/NNG,17.0,18.0,35.0,18.0,19.0,0.61848020918957,Dovish
민민/NNG,5.0,18.0,23.0,6.0,19.0,0.20616006972985668,Dovish
인하/NNG;효과/NNG,15.0,31.0,46.0,16.0,32.0,0.3264201104056065,Dovish
자생적/VAX,16.0,18.0,34.0,17.0,19.0,0.5841201975679273,Dovish
하이/NNG,16.0,14.0,30.0,17.0,15.0,0.7398855835860414,Dovish
결정문/NNG,84.0,30.0,114.0,85.0,31.0,1.7900457667404226,Hawikish
긋/VV,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
단절/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
경제/NNG;양호/NNG;성장/NNG,16.0,5.0,21.0,17.0,6.0,1.8497139589651033,Hawikish
리서치팀/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
인상/NNG;제한/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
거둔/VV,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
대입법/NNG,3.0,16.0,19.0,4.0,17.0,0.15360946372028542,Dovish
성능/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
기대/NNG;인플레이션/NNG;하락/NNG,33.0,31.0,64.0,34.0,32.0,0.6936427346119137,Dovish
심지어/MAG,36.0,37.0,73.0,37.0,38.0,0.6356602150003915,Dovish
춘절/NNG,8.0,9.0,17.0,9.0,10.0,0.5875561987300916,Dovish
주택/NNG;경기/NNG;둔화/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
뉴트럴/NNG,58.0,20.0,78.0,59.0,21.0,1.834170144183884,Hawikish
물가/NNG;지표/NNG;둔화/NNG,14.0,19.0,33.0,15.0,20.0,0.48963016560840966,Dovish
유관/NNG,14.0,18.0,32.0,15.0,19.0,0.5154001743246418,Dovish
인텔리전스/NNG,18.0,6.0,24.0,19.0,7.0,1.7719948850590066,Hawikish
광역시/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
사업다각화/NNG,19.0,9.0,28.0,20.0,10.0,1.3056804416224257,Hawikish
웃돈/NNG,113.0,33.0,146.0,114.0,34.0,2.188934858014067,Hawikish
국고채/NNG;금리/NNG;하락/NNG;금리/NNG;하락/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
레벨업/NNG,17.0,8.0,25.0,18.0,9.0,1.305680441622426,Hawikish
디플레이션/NNG,70.0,102.0,172.0,71.0,103.0,0.4500160745397681,Dovish
위기극복/NNG,16.0,18.0,34.0,17.0,19.0,0.5841201975679273,Dovish
파급경로/NNG,35.0,46.0,81.0,36.0,47.0,0.5000478287064609,Dovish
로컬통화/NNG,25.0,34.0,59.0,26.0,35.0,0.48496702117404394,Dovish
고정금리부/NNG,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
수용/NNG,58.0,54.0,112.0,59.0,55.0,0.700319509597483,Dovish
해해/MAG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
튀/VV,39.0,12.0,51.0,40.0,13.0,2.0087391409575783,Hawikish
원래/NNG,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
번호/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
건전화/NNG,12.0,23.0,35.0,13.0,24.0,0.3536217862727404,Dovish
받아들이/VV,62.0,61.0,123.0,63.0,62.0,0.663369901792039,Dovish
무역지수/NNG,26.0,10.0,36.0,27.0,11.0,1.6024259965366134,Hawikish
높/VA;물가/NNG;상승/NNG;압력/NNG,27.0,3.0,30.0,28.0,4.0,4.569881545678491,Hawikish
당부/NNG,61.0,56.0,117.0,62.0,57.0,0.7101069068472842,Dovish
온스/NNG,35.0,16.0,51.0,36.0,17.0,1.3824851734825685,Hawikish
경기/NNG;진작/NNG,7.0,15.0,22.0,8.0,16.0,0.3264201104056065,Dovish
경기/NNG;침체/NNG;피하/VV,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
bbb등급/NNG,42.0,45.0,87.0,43.0,46.0,0.6102636846713512,Dovish
바라볼/VV,20.0,9.0,29.0,21.0,10.0,1.3709644637035472,Hawikish
때로/MAG,20.0,3.0,23.0,21.0,4.0,3.427411159258868,Hawikish
한꺼번에/MAG,31.0,6.0,37.0,32.0,7.0,2.9844124379941164,Hawikish
보류/NNG,25.0,23.0,48.0,26.0,24.0,0.7072435725454808,Dovish
국채/NNG;발행/NNG;증가/NNG,25.0,28.0,53.0,26.0,29.0,0.5853050255548806,Dovish
글로벌/NNG;경기/NNG;침체/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
가닥/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
물가/NNG;상승/NNG;압력/NNG;확대/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
언제/MAG,79.0,37.0,116.0,80.0,38.0,1.3744004648657113,Hawikish
속속/MAG,44.0,11.0,55.0,45.0,12.0,2.4481508280420483,Hawikish
성립/NNG,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
사도/NNG,18.0,18.0,36.0,19.0,19.0,0.6528402208112128,Dovish
합의점/NNG,14.0,2.0,16.0,15.0,3.0,3.2642011040560646,Hawikish
컨센서스/NNG;상회/NNG,32.0,15.0,47.0,33.0,16.0,1.3464829554231266,Hawikish
지폐/NNG,50.0,24.0,74.0,51.0,25.0,1.3317940504548742,Hawikish
유동성/NNG;부담/NNG,10.0,12.0,22.0,11.0,13.0,0.552403263763334,Dovish
득/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
다각/NNG,19.0,25.0,44.0,20.0,26.0,0.5021847852393946,Dovish
대출/NNG;부실/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
현안/NNG,42.0,45.0,87.0,43.0,46.0,0.6102636846713512,Dovish
하락/NNG;견인/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
분배금/NNG,15.0,18.0,33.0,16.0,19.0,0.5497601859462845,Dovish
외환당국/NNG,103.0,34.0,137.0,104.0,35.0,1.9398680846961758,Hawikish
비례/NNG,26.0,24.0,50.0,27.0,25.0,0.70506743847611,Dovish
전망/NNG;상승/NNG,31.0,13.0,44.0,32.0,14.0,1.4922062189970582,Hawikish
수요/NNG;늘/VV,17.0,16.0,33.0,18.0,17.0,0.6912425867412842,Dovish
작/NNG,45.0,41.0,86.0,46.0,42.0,0.7150154799360904,Dovish
자율/NNG,41.0,16.0,57.0,42.0,17.0,1.612899369062997,Hawikish
한미/NNG;금리갭/NNG;확대/NNG,14.0,3.0,17.0,15.0,4.0,2.4481508280420488,Hawikish
예견/NNG,42.0,19.0,61.0,43.0,20.0,1.4036064747441077,Hawikish
가계/NNG;대출/NNG;억제/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
명령/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
걸린/VV,16.0,5.0,21.0,17.0,6.0,1.8497139589651033,Hawikish
가계/NNG;부채/NNG;급증/NNG,13.0,12.0,25.0,14.0,13.0,0.7030586993351524,Dovish
구호/NNG,15.0,5.0,20.0,16.0,6.0,1.7409072554965679,Hawikish
취업자/NNG;증가/NNG,8.0,11.0,19.0,9.0,12.0,0.48963016560840966,Dovish
한참/MAG,22.0,9.0,31.0,23.0,10.0,1.5015325078657897,Hawikish
구매자/NNG,13.0,16.0,29.0,14.0,17.0,0.537633123020999,Dovish
인도분/NNG,65.0,21.0,86.0,66.0,22.0,1.9585206624336386,Hawikish
스리/NNG,25.0,6.0,31.0,26.0,7.0,2.4248351058702196,Hawikish
하이브리드/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
충/NNG,39.0,36.0,75.0,40.0,37.0,0.7057732116877976,Dovish
수출/NNG;확대/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
미세/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
연합자산관리/NNG,91.0,105.0,196.0,92.0,106.0,0.5666160407040716,Dovish
존/NNG,11.0,11.0,22.0,12.0,12.0,0.6528402208112128,Dovish
어감/NNG,59.0,28.0,87.0,60.0,29.0,1.3507039051266476,Hawikish
넣/VV,17.0,21.0,38.0,18.0,22.0,0.5341419988455378,Dovish
버퍼/NNG,25.0,26.0,51.0,26.0,27.0,0.6286609533737607,Dovish
국채입찰/NNG,108.0,53.0,161.0,109.0,54.0,1.317770075341152,Hawikish
떨/VV,16.0,16.0,32.0,17.0,17.0,0.652840220811213,Dovish
경기/NNG;하방/NNG;위험/NNG;크/VV,27.0,1.0,28.0,28.0,2.0,9.139763091356983,Hawikish
전문투자자/NNG,26.0,7.0,33.0,27.0,8.0,2.2033357452378435,Hawikish
례/NNG,32.0,29.0,61.0,33.0,30.0,0.7181242428923342,Dovish
눈높이/NNG,102.0,40.0,142.0,103.0,41.0,1.6400620181354861,Hawikish
공영/NNG,8.0,23.0,31.0,9.0,24.0,0.24481508280420483,Dovish
회복/NNG;추세/NNG,19.0,17.0,36.0,20.0,18.0,0.7253780231235699,Dovish
창업/NNG,22.0,20.0,42.0,23.0,21.0,0.7150154799360904,Dovish
슬라이드/NNG,48.0,16.0,64.0,49.0,17.0,1.8817159305734963,Hawikish
선진/NNG,73.0,102.0,175.0,74.0,103.0,0.4690308382527161,Dovish
채권/NNG;강세/NNG,22.0,22.0,44.0,23.0,23.0,0.652840220811213,Dovish
선발행/NNG,6.0,13.0,19.0,7.0,14.0,0.3264201104056065,Dovish
고유가/NNG,73.0,32.0,105.0,74.0,33.0,1.4639447375766594,Hawikish
가격/NNG;급등/NNG,33.0,15.0,48.0,34.0,16.0,1.3872854692238274,Hawikish
설비/NNG;투자/NNG;증가/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
총선/NNG,149.0,68.0,217.0,150.0,69.0,1.4192178713287238,Hawikish
주입/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
소외/NNG,28.0,35.0,63.0,29.0,36.0,0.5258990667645882,Dovish
감사보고서/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
기업/NNG;고금리/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
고소득층/NNG,9.0,12.0,21.0,10.0,13.0,0.5021847852393946,Dovish
전전/NNG,19.0,28.0,47.0,20.0,29.0,0.4502346350422158,Dovish
대학원/NNG,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
장치/NNG,39.0,40.0,79.0,40.0,41.0,0.6369172885963053,Dovish
칼/NNG,11.0,27.0,38.0,12.0,28.0,0.27978866606194835,Dovish
진한/VA,21.0,10.0,31.0,22.0,11.0,1.305680441622426,Hawikish
만회/NNG,54.0,26.0,80.0,55.0,27.0,1.329859709059878,Hawikish
조항/NNG,29.0,26.0,55.0,30.0,27.0,0.7253780231235699,Dovish
전환사채/NNG,13.0,13.0,26.0,14.0,14.0,0.652840220811213,Dovish
약간/MAG,119.0,50.0,169.0,120.0,51.0,1.5360946372028539,Hawikish
교란/NNG,55.0,50.0,105.0,56.0,51.0,0.7168441640279986,Dovish
성사/NNG,11.0,21.0,32.0,12.0,22.0,0.3560946658970252,Dovish
깊이/NNG,15.0,15.0,30.0,16.0,16.0,0.652840220811213,Dovish
미시간대/NNG,131.0,51.0,182.0,132.0,52.0,1.657209791290002,Hawikish
소비자/NNG;물가/NNG;안정/NNG,13.0,12.0,25.0,14.0,13.0,0.7030586993351524,Dovish
설득력/NNG,27.0,24.0,51.0,28.0,25.0,0.7311810473085585,Dovish
대행/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
멈춰/VV,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
자영업/NNG,17.0,22.0,39.0,18.0,23.0,0.5109184336783406,Dovish
추락/NNG,33.0,15.0,48.0,34.0,16.0,1.3872854692238274,Hawikish
선두/NNG,29.0,9.0,38.0,30.0,10.0,1.9585206624336386,Hawikish
인해서/VV,14.0,20.0,34.0,15.0,21.0,0.46631444343658063,Dovish
분리/NNG,50.0,21.0,71.0,51.0,22.0,1.5134023300623571,Hawikish
채굴/NNG,20.0,6.0,26.0,21.0,7.0,1.9585206624336389,Hawikish
대란/NNG,19.0,6.0,25.0,20.0,7.0,1.8652577737463225,Hawikish
수요/NNG;충족/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
하락/NNG;확대/NNG,49.0,14.0,63.0,50.0,15.0,2.17613406937071,Hawikish
소각/NNG,19.0,9.0,28.0,20.0,10.0,1.3056804416224257,Hawikish
집권당/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
기/VA,17.0,2.0,19.0,18.0,3.0,3.9170413248672773,Hawikish
차별/NNG,61.0,64.0,125.0,62.0,65.0,0.6227091336968492,Dovish
고용자수/NNG;회복/NNG,18.0,3.0,21.0,19.0,4.0,3.1009910488532615,Hawikish
배송/NNG,14.0,13.0,27.0,15.0,14.0,0.699471665154871,Dovish
인위적/VAX,24.0,21.0,45.0,25.0,22.0,0.7418638872854693,Dovish
모호/NNG,29.0,27.0,56.0,30.0,28.0,0.699471665154871,Dovish
브로드밴드/NNG,14.0,19.0,33.0,15.0,20.0,0.48963016560840966,Dovish
국제/NNG;금융시장/NNG;안정/NNG,10.0,23.0,33.0,11.0,24.0,0.2992184345384726,Dovish
훌쩍/MAG,41.0,14.0,55.0,42.0,15.0,1.8279526182713963,Hawikish
인증/NNG,113.0,45.0,158.0,114.0,46.0,1.617908373314745,Hawikish
들썩이/VV,18.0,4.0,22.0,19.0,5.0,2.480792839082609,Hawikish
수월/NNG,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
명하/NNG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
총체/NNG,5.0,13.0,18.0,6.0,14.0,0.27978866606194835,Dovish
작황/NNG,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
특수/NNG,82.0,87.0,169.0,83.0,88.0,0.6157470264469395,Dovish
기대/NNG;위험/NNG,22.0,3.0,25.0,23.0,4.0,3.7538312696644747,Hawikish
겨/NNG,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
원래/MAG,29.0,9.0,38.0,30.0,10.0,1.9585206624336386,Hawikish
빌미/NNG,5.0,10.0,15.0,6.0,11.0,0.3560946658970252,Dovish
인플레이션/NNG;잡/VV,15.0,4.0,19.0,16.0,5.0,2.089088706595881,Hawikish
아쉬움/NNG,8.0,9.0,17.0,9.0,10.0,0.5875561987300916,Dovish
상보/NNG,22.0,3.0,25.0,23.0,4.0,3.7538312696644747,Hawikish
지와/NNG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
한계점/NNG,18.0,18.0,36.0,19.0,19.0,0.6528402208112128,Dovish
유동성/NNG;우려/NNG,15.0,26.0,41.0,16.0,27.0,0.3868682789992373,Dovish
고강/NNG,42.0,15.0,57.0,43.0,16.0,1.754508093430135,Hawikish
성장/NNG;잠재력/NNG;확충/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
차액결제선물환/NNG,65.0,32.0,97.0,66.0,33.0,1.305680441622426,Hawikish
노동자/NNG,50.0,24.0,74.0,51.0,25.0,1.3317940504548742,Hawikish
인센티브/NNG,56.0,24.0,80.0,57.0,25.0,1.4884757034495655,Hawikish
탈퇴/NNG,12.0,15.0,27.0,13.0,16.0,0.5304326794091105,Dovish
통화정책방향문/NNG,14.0,13.0,27.0,15.0,14.0,0.699471665154871,Dovish
파괴/NNG,8.0,10.0,18.0,9.0,11.0,0.5341419988455378,Dovish
평가이익/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
모은/VV,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
쌓이/VV,31.0,12.0,43.0,32.0,13.0,1.6069913127660627,Hawikish
동조성/NNG,15.0,5.0,20.0,16.0,6.0,1.7409072554965679,Hawikish
들어왔/VV,26.0,31.0,57.0,27.0,32.0,0.5508339363094609,Dovish
차감/NNG,49.0,24.0,73.0,50.0,25.0,1.305680441622426,Hawikish
구차/NNG,27.0,2.0,29.0,28.0,3.0,6.093175394237988,Hawikish
클수록/VV,27.0,13.0,40.0,28.0,14.0,1.305680441622426,Hawikish
경계선/NNG,12.0,4.0,16.0,13.0,5.0,1.6973845741091536,Hawikish
언론/NNG,147.0,129.0,276.0,148.0,130.0,0.743233482154304,Dovish
유추/NNG,7.0,13.0,20.0,8.0,14.0,0.37305155474926455,Dovish
미상환/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
단기물/NNG;강세/NNG,6.0,16.0,22.0,7.0,17.0,0.2688165615104995,Dovish
인플레이션/NNG;기대/NNG;높/VA,21.0,5.0,26.0,22.0,6.0,2.3937474763077806,Hawikish
하위등급/NNG,78.0,80.0,158.0,79.0,81.0,0.6367207091862447,Dovish
국제기구/NNG,26.0,24.0,50.0,27.0,25.0,0.70506743847611,Dovish
명백/NNG,27.0,12.0,39.0,28.0,13.0,1.4061173986703048,Hawikish
위함/VV,32.0,29.0,61.0,33.0,30.0,0.7181242428923342,Dovish
신용스프레드/NNG;급등/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
예상/NNG;소폭/MAG;상회/NNG,23.0,21.0,44.0,24.0,22.0,0.7121893317940504,Dovish
선순환/NNG,42.0,55.0,97.0,43.0,56.0,0.5012880266943243,Dovish
모/VV,9.0,13.0,22.0,10.0,14.0,0.46631444343658063,Dovish
하락/NNG;안정/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
잠재/NNG;성장률/NNG;하락/NNG,23.0,21.0,44.0,24.0,22.0,0.7121893317940504,Dovish
전망/NNG;경기/NNG;침체/NNG,7.0,11.0,18.0,8.0,12.0,0.43522681387414197,Dovish
실효/NNG,106.0,91.0,197.0,107.0,92.0,0.7592815611608671,Dovish
보인다면서/VV,7.0,11.0,18.0,8.0,12.0,0.43522681387414197,Dovish
소득분배/NNG,5.0,19.0,24.0,6.0,20.0,0.19585206624336385,Dovish
되게/MAG,28.0,27.0,55.0,29.0,28.0,0.6761559429830419,Dovish
틀/VV,23.0,10.0,33.0,24.0,11.0,1.4243786635881008,Hawikish
둔화/NNG;가격/NNG;상승/NNG,15.0,1.0,16.0,16.0,2.0,5.222721766489704,Hawikish
중단기물/NNG,29.0,27.0,56.0,30.0,28.0,0.699471665154871,Dovish
돌리/VV,77.0,34.0,111.0,78.0,35.0,1.4549010635221318,Hawikish
모른다/VV,18.0,4.0,22.0,19.0,5.0,2.480792839082609,Hawikish
글로벌/NNG;금리/NNG;인상/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
발행월/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
동취/NNG,71.0,4.0,75.0,72.0,5.0,9.400899179681465,Hawikish
하방/NNG;위험/NNG;확대/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
저하/NNG;추세/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
지만/VCP,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
유통시장/NNG,166.0,156.0,322.0,167.0,157.0,0.6944224004807169,Dovish
실업보험/NNG,35.0,10.0,45.0,36.0,11.0,2.1365679953821513,Hawikish
합당/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
cds/NNG,123.0,110.0,233.0,124.0,111.0,0.7292989854107242,Dovish
공단/NNG,103.0,46.0,149.0,104.0,47.0,1.4445826162631095,Hawikish
증액/NNG,195.0,204.0,399.0,196.0,205.0,0.6241789428243792,Dovish
경기/NNG;불확실성/NNG;높/VA,22.0,9.0,31.0,23.0,10.0,1.5015325078657897,Hawikish
렌/NNG,17.0,35.0,52.0,18.0,36.0,0.3264201104056065,Dovish
잠깐/MAG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
힘쓰/VV,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
공공임대/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
특별히/MAG,32.0,32.0,64.0,33.0,33.0,0.652840220811213,Dovish
디비/NNG,102.0,49.0,151.0,103.0,50.0,1.3448508548710987,Hawikish
주재/NNG,102.0,19.0,121.0,103.0,20.0,3.3621271371777466,Hawikish
유사시/NNG,54.0,50.0,104.0,55.0,51.0,0.7040433753846413,Dovish
생긴다/VV,19.0,6.0,25.0,20.0,7.0,1.8652577737463225,Hawikish
시장경제/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
수채/NNG,6.0,20.0,26.0,7.0,21.0,0.21761340693707099,Dovish
마찰/NNG,22.0,26.0,48.0,23.0,27.0,0.5561231510614036,Dovish
둔/NNG,27.0,12.0,39.0,28.0,13.0,1.4061173986703048,Hawikish
부가세/NNG,45.0,20.0,65.0,46.0,21.0,1.4300309598721808,Hawikish
자본/NNG;유출/NNG;우려/NNG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
공급/NNG;축소/NNG,17.0,5.0,22.0,18.0,6.0,1.9585206624336386,Hawikish
순차/NNG,45.0,41.0,86.0,46.0,42.0,0.7150154799360904,Dovish
높/VA;이자/NNG;부담/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
미분양/NNG,69.0,30.0,99.0,70.0,31.0,1.4741553373156422,Hawikish
정립/NNG,10.0,17.0,27.0,11.0,18.0,0.3989579127179635,Dovish
대외/NNG;충격/NNG,7.0,14.0,21.0,8.0,15.0,0.3481814510993136,Dovish
아직/MAG;물가/NNG;안정/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
가솔린/NNG,27.0,13.0,40.0,28.0,14.0,1.305680441622426,Hawikish
기술혁신/NNG,13.0,13.0,26.0,14.0,14.0,0.652840220811213,Dovish
입자/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
안정성/NNG;확보/NNG,16.0,4.0,20.0,17.0,5.0,2.2196567507581237,Hawikish
퇴직/NNG,28.0,9.0,37.0,29.0,10.0,1.8932366403525174,Hawikish
분할매수/NNG,35.0,10.0,45.0,36.0,11.0,2.1365679953821513,Hawikish
뱅크런/NNG,36.0,17.0,53.0,37.0,18.0,1.3419493427786044,Hawikish
금리/NNG;인상/NNG;기대/NNG;약화/NNG,12.0,4.0,16.0,13.0,5.0,1.6973845741091536,Hawikish
불확실성/NNG;증가/NNG,26.0,8.0,34.0,27.0,9.0,1.9585206624336389,Hawikish
매수포지션/NNG,12.0,19.0,31.0,13.0,20.0,0.4243461435272884,Dovish
보간법/NNG,18.0,41.0,59.0,19.0,42.0,0.2953324808431677,Dovish
